Observation,Open,High,Low,Close,Adj Close,Volume
1335,23.9,23.9,23.68,23.735001,9.328074,653970
1336,23.83,23.889999,23.549999,23.639999,9.290738,187940
1337,23.73,23.73,23,23.075001,9.068685,1245800
1338,23,23.5,22.950001,23.4349989999999,9.210169,967180
1339,23.4,23.6,23.200001,23.51,9.239645,1416770
1340,23.5,23.545,22.8099989999999,23.014999,9.045107,1798320
1341,23.139999,23.139999,22.7549989999999,22.99,9.03528,779600
1342,23.139999,23.200001,22.915001,23.049999,9.058861,404770
1343,23.15,23.315001,22.93,23.23,9.12960399999999,813220
1344,23,23.299999,23,23.190001,9.11388399999999,812070
1345,23.299999,23.4699989999999,23.25,23.41,9.200344,461990
1346,23.299999,23.299999,22.75,23.0049989999999,9.041177,1242010
1347,23.1,23.25,22.85,23.15,9.098164,1119380
1348,23.049999,23.190001,22.799999,23.065001,9.064757,376020
1349,23.1,23.1,22,22.780001,8.952749,760620
1350,22.85,22.9,22.51,22.73,8.933098,745740
1351,22.790001,22.790001,21.610001,21.780001,8.559739,1108360
1352,21.605,21.99,20.4,21.42,8.418258,1837180
1353,21.5,21.5,19.709999,19.8449989999999,7.79926699999999,1320600
1354,20,20.85,19.9,20.424999,8.027211,3052820
1355,20.690001,21.4,20.58,21.325001,8.38092,1295570
1356,21.49,22.4,21.49,22.084999,8.679606,1289070
1357,22.01,22.65,21.75,21.885,8.601006,1064250
1358,21.85,21.9,20.965,21.09,8.288565,680470
1359,20.9,21.795,20.799999,21.5949989999999,8.487033,772430
1360,21.450001,21.700001,21.299999,21.35,8.390746,545630
1361,21.42,21.620001,21.299999,21.525,8.459524,294030
1362,21.5,21.59,20.785,20.959999,8.237473,764000
1363,21.4,21.450001,21.200001,21.264999,8.357339,186560
1364,21.190001,21.4,20.655001,20.715,8.141186,7004640
1365,20.795,20.795,19.955,20.2549989999999,7.9604,524490
1366,20.5,20.549999,20.200001,20.3799989999999,8.009528,403490
1367,20.209999,20.58,20.209999,20.4,8.017387,141170
1368,20.1,20.6,20,20.475,8.04686499999999,107910
1369,20.700001,20.9,20.3099989999999,20.799999,8.174591,213370
1370,20.9,21.200001,20.9,21.1,8.29249499999999,255400
1371,21.125,21.700001,21.0049989999999,21.545,8.467383,425620
1372,21.799999,22.225,21.5,21.66,8.51258,624010
1373,21.799999,22.275,21.799999,21.9,8.6069,2428040
1374,22.030001,22.25,22.0049989999999,22.110001,8.689432,300050
1375,22.0049989999999,22.9,22.0049989999999,22.725,8.931134,703550
1376,22.4,22.690001,22.200001,22.4349989999999,8.81716,580130
1377,22.6,22.700001,22.465,22.5,8.842707,1156620
1378,22.389999,22.389999,21.815001,21.915001,8.612797,10420
1379,21.780001,22.790001,21.5049989999999,22.690001,8.917377,726680
1380,22.575001,23.290001,22.5049989999999,23.18,9.109952,1261570
1381,22.450001,23.190001,22.450001,22.9349989999999,9.013665,2222010
1382,23,23.4,22.8099989999999,23.24,9.133533,1631120
1383,22.93,23.3449989999999,22.93,23.23,9.12960399999999,539990
1384,23.295,23.58,23.1299989999999,23.42,9.20427299999999,1281690
1385,23.75,23.75,23.0049989999999,23.635,9.288772,602550
1386,24,24.1,23.299999,23.35,9.176764,343220
1387,23.49,23.75,22.905001,23.15,9.098164,891050
1388,22.8099989999999,23.475,22.799999,23.385,9.19052,345830
1389,23.105,23.3799989999999,23.055,23.200001,9.117813,224940
1390,22.709999,23.645,22.709999,23.51,9.239645,859250
1391,23.155001,23.4,22.620001,22.790001,8.95668,349570
1392,23.120001,23.389999,22.924999,23,9.03921,438560
1393,22.8099989999999,23.15,22.8099989999999,23.075001,9.068685,245470
1394,23.105,23.290001,23.1,23.174999,9.107985,385400
1395,23.190001,23.3449989999999,23.190001,23.299999,9.157115,366370
1396,23.49,24.0949989999999,23.49,23.93,9.404711,1016650
1397,23.549999,23.700001,23.200001,23.52,9.243578,491020
1398,23.5,23.700001,23.355,23.51,9.239645,170380
1399,23.4,23.549999,23,23.51,9.239645,213870
1400,23.5,23.620001,23.3099989999999,23.584999,9.269122,1532120
1401,23.605,23.66,23.450001,23.49,9.231785,271410
1402,23.6,23.6,23.4,23.5,9.23571499999999,829950
1403,23.43,23.5949989999999,23.375,23.545,9.253401,404120
1404,23.9,23.9,23.35,23.485001,9.229821,471430
1405,23.6,23.9,23.3449989999999,23.655001,9.296632,536780
1406,23.799999,23.799999,23.1,23.495001,9.233752,329800
1407,23.59,23.889999,23.115,23.205,9.119777,541930
1408,23.5,23.5949989999999,23.15,23.5,9.23571499999999,453140
1409,23.530001,23.790001,23.405001,23.5,9.23571499999999,871710
1410,23.1,23.799999,23.1,23.209999,9.121744,372950
1411,23.625,23.625,23.1,23.305,9.159079,171000
1412,23.205,23.575001,23.205,23.455,9.218031,534460
1413,22.5,22.889999,21.6,22.0049989999999,8.64816699999999,718730
1414,22.205,22.58,21.6,21.955,8.628516,624300
1415,21.65,21.889999,20.135,20.385,8.011491,1593180
1416,20.5,20.5,18.41,19.280001,7.57721799999999,1768810
1417,19.6,21.200001,18.51,20.610001,8.09992,1460670
1418,20.6299989999999,21.6299989999999,19.825001,21.3449989999999,8.388782,1544580
1419,21.295,21.870001,20.6,21.66,8.51258,1023600
1420,20.825001,21.4,20.4,21.280001,8.363236,985810
1421,21.014999,21.25,20,20.24,7.95450599999999,1833860
1422,20.6,21.9,20.5,20.834999,8.188346,610790
1423,20.870001,21.5949989999999,20.200001,21.475,8.439872,1255620
1424,21.5,21.75,20.625,21.465,8.43594199999999,804790
1425,21.25,21.9,21.25,21.709999,8.532228,439160
1426,21.65,21.77,20.85,20.975,8.243367,1124980
1427,21.0049989999999,21.6,20.91,21.084999,8.286598,961310
1428,21.125,21.35,21.035,21.209999,8.335724,1034310
1429,21.209999,21.5599989999999,21.1,21.415001,8.416293,269540
1430,21,21.525,19.5,21.450001,8.430046,378710
1431,21.450001,21.549999,21.35,21.395,8.408433,251460
1432,21.4,21.674999,21.275,21.5949989999999,8.487033,193220
1433,21.700001,22.200001,21.700001,22.049999,8.665852,664920
1434,22.5,23.5,22.5,23.325001,9.16693999999999,1783340
1435,23.299999,23.299999,22.549999,22.790001,8.95668,335000
1436,22.895,22.959999,22.52,22.715,8.927204,154190
1437,22.605,22.92,22.325001,22.525,8.852532,676610
1438,22.215,22.795,22.200001,22.424999,8.813231,544210
1439,22.3099989999999,22.5,22.235001,22.424999,8.813231,581950
1440,23,23.799999,22.115,22.32,8.771965,1368530
1441,22.5,23.200001,21.834999,22.48,8.834846,1364310
1442,22.52,22.73,22.455,22.525,8.852532,706930
1443,22.5,22.58,22.0049989999999,22.174999,8.714978,1152630
1444,22.35,22.4,21.645,21.9,8.6069,1277050
1445,21.610001,21.895,21.610001,21.799999,8.5676,699590
1446,21.6,21.875,21.6,21.77,8.555812,716430
1447,21.799999,21.85,21.6299989999999,21.785,8.561706,973000
1448,22,22.34,21.85,22.215,8.7307,852680
1449,22,22.200001,22,22.125,8.695329,805010
1450,22.15,22.190001,21.690001,21.775,8.55777599999999,1313020
1451,23.139999,23.139999,21.725,21.945,8.624588,554360
1452,21.875,21.9,21.52,21.83,8.57939,516800
1453,21.9,22.030001,21.805,21.93,8.618691,2291740
1454,21.85,22,21.795,21.965,8.632447,597430
1455,21.9,22,21.799999,21.945,8.624588,863430
1456,22.09,22.450001,22.01,22.16,8.709083,163700
1457,22.4,22.4,21.9,22.07,8.673713,1220140
1458,22.5,22.5,22,22.209999,8.728735,2328030
1459,22.4699989999999,22.549999,22.205,22.48,8.834846,1073670
1460,22.4,22.700001,22.4,22.465,8.828953,1459200
1461,22.6,22.6,22.25,22.299999,8.764106,881180
1462,22.4,22.57,22.280001,22.514999,8.8486,697010
1463,22.700001,22.99,22.440001,22.700001,8.92130899999999,645600
1464,22.605,22.975,22.299999,22.805,8.962575,2180300
1465,23.200001,23.299999,22.110001,22.455,8.825022,1819640
1466,22.875,22.875,21.625,22.215,8.7307,2782200
1467,22.1,22.6,21.799999,22.450001,8.823056,1825450
1468,22.200001,22.5,22.105,22.3449989999999,8.78178999999999,454790
1469,22.700001,22.700001,22.1299989999999,22.280001,8.756247,599990
1470,22.5,22.870001,22.325001,22.695,8.919345,806640
1471,22.799999,23.6,22.655001,23.415001,9.202311,1824240
1472,23,23.459999,22.799999,23.215,9.12371,878360
1473,23,23,22.110001,22.48,8.834846,1914040
1474,22.52,22.7549989999999,22.299999,22.4699989999999,8.830916,460450
1475,22.450001,23.49,21.9,23.075001,9.068685,865370
1476,22.799999,22.799999,22.25,22.48,8.834846,471780
1477,22.4,22.450001,22,22.125,8.695329,1037990
1478,22.01,22.299999,21.85,21.985001,8.640307,918080
1479,21.950001,22.485001,21.65,22.245001,8.74248899999999,941110
1480,22,22.690001,22,22.375,8.79358,899440
1481,21.799999,22.08,21.4,21.98,8.638341,315470
1482,21.91,22.299999,21.91,22.055,8.66781799999999,521530
1483,21.9699989999999,22.299999,21.9,22.125,8.695329,448080
1484,22.09,22.174999,21.8099989999999,22.09,8.681573,579710
1485,21.955,22.799999,21.945,22.5599989999999,8.866287,379480
1486,22.799999,23,22.275,22.5049989999999,8.844669,586410
1487,22.4,22.575001,22.299999,22.5,8.842707,621090
1488,22.5,22.795,22.2199989999999,22.625,8.891831,495820
1489,22.5,22.799999,22.35,22.395,8.801441,213310
1490,22.4,22.635,22.155001,22.395,8.801441,812730
1491,22.5,22.5,22.0049989999999,22.275,8.75428,589010
1492,22.15,22.5,22.15,22.4349989999999,8.81716,433750
1493,22.5,22.65,22.200001,22.555,8.86432299999999,706690
1494,22.59,23.15,22.4,22.635,8.895762,821870
1495,22.65,23.700001,22.65,23.370001,9.184624,1185580
1496,23.4,25.4,23.200001,23.985001,9.426328,2207830
1497,24.799999,24.9,22.9,23.09,9.074581,632500
1498,22.965,23.5,22.700001,23.305,9.159079,638360
1499,23.35,23.889999,23.35,23.73,9.32610899999999,659840
1500,23.799999,24.299999,23.424999,23.895,9.390955,546300
1501,23.895,24.200001,23.700001,24.07,9.459732,535540
1502,24.1,24.299999,24.01,24.25,9.530476,531970
1503,24.25,24.375,23.3099989999999,23.495001,9.233752,301650
1504,23.5,23.5,22.8099989999999,22.915001,9.005806,254360
1505,22.610001,23.195,22.610001,22.98,9.03135099999999,107480
1506,23.049999,23.0949989999999,22.5599989999999,22.66,8.90559,260460
1507,22.799999,22.799999,22.4,22.48,8.834846,565710
1508,22.42,22.700001,22.01,22.4699989999999,8.830916,465950
1509,22.6,22.6,22.365,22.48,8.834846,136680
1510,22.6,22.790001,22.4,22.514999,8.8486,402320
1511,22.4,22.695,22,22.27,8.752315,2196750
1512,22.2549989999999,22.895,22.215,22.52,8.85056799999999,1709750
1513,22.51,23.200001,22.440001,22.665001,8.907553,667290
1514,22.775,22.799999,22,22.5049989999999,8.844669,1624880
1515,22.695,23,22.605,22.875,8.990085,300730
1516,23.07,23.4,22.959999,23.09,9.074581,416370
1517,23.15,23.200001,22.705,22.99,9.03528,312740
1518,22.85,23.200001,22.705,22.834999,8.974362,540110
1519,23,23.700001,22.9,23.355,9.17873,1977900
1520,24.4699989999999,25.49,23.9,24.8449989999999,9.764313,2988460
1521,24.85,24.98,23.5,23.52,9.243578,982780
1522,23.5,24.5,23.35,23.6299989999999,9.286807,451990
1523,24.084999,24.25,23.5,23.665001,9.300562,339290
1524,23.805,24.84,23.799999,24.690001,9.703397,1196420
1525,25.5,25.5,24.0049989999999,24.2549989999999,9.53244,891320
1526,24.120001,24.58,23.41,23.620001,9.282876,1076780
1527,23.6,24.0949989999999,23.3099989999999,23.690001,9.310388,897960
1528,23.91,24.49,22.9,23.360001,9.180695,1707600
1529,23.200001,23.9,23.1,23.65,9.29467,585190
1530,24.075001,24.075001,23.1,23.620001,9.282876,580750
1531,23.41,23.99,23.41,23.705,9.316283,1567030
1532,23.6,24.1,23.405001,23.514999,9.241611,442400
1533,23.57,24,23.530001,23.665001,9.300562,659580
1534,23.735001,23.85,23.1299989999999,23.445,9.2141,1024270
1535,23.3099989999999,23.690001,23.16,23.275,9.147287,261140
1536,22.91,23.299999,22.91,23.075001,9.068685,768300
1537,22.924999,23.5,22.92,23.475,9.22589,866550
1538,23.59,23.5949989999999,23.225,23.485001,9.229821,406950
1539,23.495001,23.6,23.355,23.495001,9.233752,335430
1540,23.799999,24,23.209999,23.93,9.404711,426940
1541,23.799999,23.9,23.41,23.540001,9.251436,359710
1542,23.209999,23.700001,23.209999,23.5049989999999,9.237679,331540
1543,23.440001,23.68,23.2549989999999,23.3799989999999,9.188555,220720
1544,23.6,23.700001,23.245001,23.3799989999999,9.188555,455570
1545,23.26,23.385,22.940001,23.035,9.052967,340250
1546,22.855,24.139999,22.855,23.85,9.373269,428270
1547,23.709999,23.9,23.549999,23.66,9.298599,625030
1548,24.15,24.15,23.025,23.365,9.18266,835090
1549,23.58,23.65,23.325001,23.485001,9.229821,1123070
1550,23.305,23.389999,22.440001,22.8449989999999,8.97829299999999,1283570
1551,22.85,23.200001,22.465,22.51,8.846636,659120
1552,23.875,23.875,22.415001,22.485001,8.83681,500420
1553,22.85,22.85,22.450001,22.51,8.846636,238280
1554,22.65,22.799999,22.525,22.605,8.883973,220230
1555,22.875,23,22.475,22.695,8.919345,161440
1556,22.620001,22.65,22.280001,22.395,8.801441,2012940
1557,22.4,22.4,22.24,22.32,8.771965,352850
1558,22.700001,22.9,22.0599989999999,22.15,8.705153,2815170
1559,22.5,23,22.01,22.395,8.801441,775200
1560,22.795,22.795,22.33,22.5049989999999,8.844669,301500
1561,22.5,22.9,22.370001,22.725,8.931134,1019510
1562,22.98,23.200001,22.42,22.645,8.899695,801040
1563,22.299999,22.84,21.975,22.174999,8.714978,1423060
1564,22.4,22.9,22.35,22.475,8.832881,579490
1565,22.68,22.68,22.4,22.495001,8.840742,261100
1566,22.3099989999999,22.459999,22.025,22.23,8.736593,1264990
1567,22.395,22.5,22.215,22.424999,8.813231,764800
1568,22.120001,22.264999,21.860001,21.98,8.638341,1647890
1569,22.1,22.1,21.85,21.959999,8.630479,763410
1570,22.045,22.1,21.66,21.83,8.57939,1154110
1571,21.9,22,21.5599989999999,21.65,8.508649,1309480
1572,21.700001,21.815001,21.65,21.77,8.555812,682950
1573,22.075001,22.135,21.655001,22.035,9.78346,657210
1574,22.200001,22.209999,21.9,22.115,9.81898099999999,965660
1575,22.200001,22.27,22.049999,22.190001,9.852279,1138700
1576,22.025,22.295,22,22.1849989999999,9.85006,738780
1577,21.51,22.200001,21.51,21.940001,9.741282,210430
1578,21.9,22.195,21.8799989999999,22.030001,9.78123999999999,221870
1579,22.200001,22.299999,22.1,22.1849989999999,9.85006,1055450
1580,21.1299989999999,22.25,21.1299989999999,21.655001,9.614739,1593000
1581,22.110001,22.110001,21.605,21.905001,9.72574,919960
1582,20.055,21.85,20.055,21.690001,9.630281,271630
1583,21.200001,23.120001,21.200001,22.360001,9.92776,757710
1584,21.9,22,21.615,21.834999,9.69466,716930
1585,21.5,21.889999,21.315001,21.42,9.510403,475950
1586,21.6,21.950001,21.459999,21.799999,9.679121,537290
1587,23,23,21.459999,21.98,9.759038,206280
1588,21.98,22.389999,21.9,22.215,9.863379,351320
1589,22.055,22.35,21.950001,22.139999,9.830078,905850
1590,21.9,22.5,21.875,22.25,9.878919,1394730
1591,22.299999,23.225,22.15,22.940001,10.185278,1766170
1592,23.1,23.5,22.6,22.8449989999999,10.1430949999999,524250
1593,22.6,23.145,22.120001,22.485001,9.983259,381060
1594,22.5049989999999,22.5049989999999,21.815001,22.34,9.918877,1266100
1595,22.01,22.5,21.799999,22.2199989999999,9.865598,1351200
1596,22.299999,22.299999,21.620001,21.715,9.64138,1085350
1597,22.15,22.15,21.870001,21.99,9.76348,641290
1598,22.5,22.6,21.865,22.065001,9.796781,368090
1599,22.280001,22.280001,21.865,21.99,9.76348,637800
1600,21.915001,22.09,21.855,21.99,9.76348,816730
1601,22,22.075001,21.9,21.985001,9.76126,395060
1602,22,22,21.860001,21.9,9.72351999999999,1439530
1603,22.040001,22.1,21.805,21.855,9.703543,386600
1604,21.799999,21.995001,21.799999,21.870001,9.710201,332520
1605,21.9,22.174999,21.635,21.84,9.696879,463630
1606,21.855,22.17,21.700001,21.950001,9.74572,222110
1607,21.799999,21.799999,21.360001,21.459999,9.528162,1199950
1608,21.5,21.745001,21.299999,21.33,9.470443,695650
1609,21.5,21.5,21.35,21.4349989999999,9.51706,136920
1610,21.405001,21.5,20.58,20.655001,9.170745,1166000
1611,20.995001,21.030001,19.975,20.155001,8.948746,2027720
1612,20,21.34,20,21.18,9.403843,1737470
1613,21.299999,21.299999,20.815001,20.965,9.308383,911400
1614,21,21,20.799999,20.985001,9.31726499999999,382260
1615,21.030001,21.8449989999999,20.834999,21.735001,9.650262,1154400
1616,21.8449989999999,21.8449989999999,21.1,21.34,9.474882,466380
1617,21.174999,21.6,20.8799989999999,20.9699989999999,9.310603,663400
1618,21.23,21.35,20.799999,20.9699989999999,9.310603,868580
1619,21,21.1,20.865,21.030001,9.337242,1282220
1620,21.1,21.1,20.85,21.014999,9.330585,491480
1621,21.1,21.1,20.905001,20.995001,9.32170399999999,184840
1622,20.950001,21.0949989999999,20.92,21.0049989999999,9.326143,338780
1623,21.02,21.200001,20.655001,21.07,9.355004,647180
1624,21.025,21.045,20.77,20.99,9.319483,754790
1625,21.264999,21.360001,20.92,21.07,9.355004,366520
1626,20.924999,21.495001,20.9,21.415001,9.508183,961700
1627,21.9,21.9,21.125,21.485001,9.539263,2173830
1628,21.700001,21.91,21.3099989999999,21.48,9.537041,1122410
1629,21.545,21.545,20.9,21.105,9.370542,404710
1630,21.299999,21.299999,21.030001,21.275,9.446022,343610
1631,21.190001,21.395,20.93,21.1,9.368325,737140
1632,20.950001,21.450001,20.950001,21.23,9.426043,447790
1633,21.215,21.25,20.965,21.014999,9.330585,454390
1634,21,21.4,20.93,21.275,9.446022,567050
1635,21.395,21.4,20.75,21.084999,9.361664,501230
1636,21,21.045,20.834999,21,9.32392299999999,189240
1637,21.290001,21.290001,20.959999,21,9.32392299999999,220370
1638,21.01,21.174999,20.924999,21.09,9.363882,259550
1639,21.01,21.1,20.99,21.025,9.335022,327940
1640,20.915001,21.07,20.85,20.940001,9.297284,378120
1641,20.8099989999999,21.02,20.8099989999999,21,9.32392299999999,770510
1642,20.8799989999999,21.049999,20.875,20.98,9.315044,504220
1643,21,21.5,20.905001,21.15,9.390522,320290
1644,21.01,21.275,20.735001,20.83,9.248444,234870
1645,20.92,21.18,20.825001,21.030001,9.337242,682720
1646,21.049999,21.195,20.950001,21.1,9.368325,493300
1647,21.200001,21.200001,20.975,21.155001,9.392743,385720
1648,21,21.049999,20.8099989999999,20.940001,9.297284,1342600
1649,21,21.1,20.700001,20.895,9.277305,444430
1650,20.725,21.02,20.725,20.950001,9.30172299999999,570580
1651,21.1299989999999,21.1299989999999,20.799999,21.040001,9.341683,317300
1652,21.049999,21.049999,20.9,20.985001,9.31726499999999,169770
1653,20.9,21.139999,20.8799989999999,20.985001,9.31726499999999,191620
1654,20.924999,21.125,20.834999,21.0599989999999,9.350561,228160
1655,20.975,21.15,20.905001,20.955,9.30394299999999,1698900
1656,21.09,21.1,20.965,20.99,9.319483,180450
1657,21.08,21.1,20.9,21,9.32392299999999,195620
1658,21.014999,21.34,20.9,21.285,9.450462,330340
1659,21.200001,21.395,21.025,21.190001,9.408282,357710
1660,21.200001,21.2199989999999,21.030001,21.065001,9.352784,224390
1661,21,21.1,20.8799989999999,21.0049989999999,9.326143,192770
1662,21,21.290001,20.950001,21.26,9.439363,327200
1663,21.200001,21.459999,21.049999,21.34,9.474882,291080
1664,21.075001,21.52,21.075001,21.475,9.534821,404850
1665,21.280001,21.700001,21.280001,21.59,9.585883,291240
1666,21.42,22.375,21.42,22.264999,9.885578,651120
1667,22.105,22.6,22,22.485001,9.983259,1103820
1668,22.4699989999999,22.4699989999999,22,22.01,9.772361,369950
1669,22,22.195,21.799999,22.01,9.772361,171980
1670,22,22.1,21.91,21.99,9.76348,962440
1671,21.865,21.865,21.4349989999999,21.674999,9.623621,484670
1672,21.695,21.695,20.9699989999999,20.99,9.319483,561260
1673,21,21.264999,20.834999,20.950001,9.30172299999999,154180
1674,20.9,22.5,20.9,22.08,9.80344,1481910
1675,21.700001,22.1,21.110001,21.860001,9.705761,652780
1676,21.610001,21.700001,21.105,21.165001,9.397183,458030
1677,21.299999,21.299999,20.799999,20.975,9.312824,1452150
1678,20.955,21.15,20.75,21.01,9.328363,746380
1679,20.950001,21.0949989999999,20.799999,20.91,9.283963,820040
1680,20.815001,21.075001,20.805,20.91,9.283963,724130
1681,20.9,20.99,20.7549989999999,20.825001,9.246225,1223200
1682,20.85,20.85,20.5,20.635,9.16186499999999,831250
1683,20.799999,20.85,20.639999,20.67,9.177404,422700
1684,20.700001,20.93,20.700001,20.795,9.232903,638410
1685,20.895,20.895,20.35,20.43,9.070845,826580
1686,20.5,20.700001,19.9,19.965,8.864388,1938460
1687,20.275,20.275,19.4,19.610001,8.70677,1732930
1688,20,20,19.6,19.74,8.764488,1514370
1689,20.1,20.1,19.549999,19.645,8.72231,856000
1690,19.8799989999999,19.9,19.450001,19.52,8.66681,546740
1691,19.475,19.639999,19.33,19.4,8.613529,2335520
1692,19.299999,19.6,19.1,19.24,8.542491,1077280
1693,19.280001,19.6,19.280001,19.370001,8.60021,1380900
1694,19.299999,19.700001,19.299999,19.485001,8.651268,559440
1695,19.305,19.584999,18.6,18.905001,8.39375,1403070
1696,18.955,19.23,18.855,18.99,8.431491,959900
1697,18.9,19.42,18.799999,18.985001,8.429271,1961870
1698,19.200001,19.389999,19.1,19.2199989999999,8.53361,139100
1699,19.295,19.5,19.125,19.475,8.64683,203200
1700,19.5049989999999,19.6,19.290001,19.49,8.653488,355420
1701,19.549999,19.610001,19.42,19.51,8.66236799999999,490750
1702,19.48,19.620001,19.48,19.59,8.69789,289200
1703,19.74,19.9,19.51,19.815001,8.797789,196430
1704,19,19.84,19,19.375,8.602428,1222380
1705,19.305,19.495001,18.91,19.275,8.558031,1325300
1706,19.26,19.305,19.15,19.275,8.558031,1870230
1707,19.23,19.48,19.225,19.375,8.602428,692490
1708,19.4,19.5,19.200001,19.450001,8.63573,501000
1709,19.41,19.41,19.25,19.35,8.591329,779880
1710,19.5,19.639999,19.305,19.549999,8.68012899999999,1015860
1711,19.5949989999999,20.0049989999999,19.455,19.545,8.677909,4886540
1712,19.74,19.74,19.5,19.575001,8.691229,684060
1713,19.6,19.75,19.4,19.575001,8.691229,1280810
1714,19.65,19.65,19.475,19.540001,8.675689,1146230
1715,19.6,19.65,19.485001,19.5049989999999,8.660148,1230630
1716,19.59,19.59,19.41,19.49,8.653488,736330
1717,19.52,19.549999,19.4,19.51,8.66236799999999,1080260
1718,19.34,19.9,19.34,19.58,8.693449,1510880
1719,19.68,19.889999,19.459999,19.785,8.784469,473590
1720,20,20.08,19.549999,19.83,8.804446,584710
1721,19.025,20,19.025,19.6299989999999,8.715649,1010490
1722,19.51,19.525,18.799999,19,8.435931,1413890
1723,19.025,19.1849989999999,18.73,18.799999,8.347132,846520
1724,19,19.75,18.92,19.405001,8.61575,3116280
1725,19.700001,20.48,19.700001,20.285,9.006466,5026230
1726,20.5,21.555,20.5,20.950001,9.30172299999999,3454370
1727,21.1,21.59,20.5049989999999,21.5049989999999,9.548141,2229560
1728,21.6,21.99,21.235001,21.785,9.672461,2674830
1729,21.5,21.889999,21.280001,21.805,9.681341,1973770
1730,21.875,22.200001,21.725,22.045,9.787899,1519880
1731,22.075001,22.299999,21.799999,21.975,9.75682,874630
1732,21.93,22.075001,21.799999,21.8449989999999,9.69910099999999,834550
1733,21.950001,21.975,21.799999,21.799999,9.679121,339960
1734,21.73,21.950001,21.73,21.855,9.703543,2077670
1735,21.73,21.795,21.3099989999999,21.42,9.510403,338270
1736,21.3099989999999,21.99,21.1,21.605,9.592542,1300350
1737,21.99,21.99,21.5,21.5599989999999,9.572561,187520
1738,21.700001,21.9,21.49,21.834999,9.69466,315390
1739,21.555,21.85,21.5,21.545,9.565902,342110
1740,21.540001,21.6,21.41,21.485001,9.539263,909090
1741,21.5,21.799999,21.455,21.764999,9.663581,889010
1742,21.635,21.700001,21.450001,21.495001,9.543705,1215440
1743,21.4,21.530001,21.15,21.395,9.49930399999999,1523860
1744,21.205,21.74,20.99,21.49,9.541481,1421930
1745,21.575001,21.940001,21.555,21.7199989999999,9.6436,596130
1746,21.8449989999999,21.85,21.615,21.805,9.681341,579970
1747,21.940001,22.3449989999999,21.605,21.745001,9.6547,1355840
1748,21.99,21.99,21.76,21.91,9.72796,656330
1749,22,23.6,21.950001,22.370001,9.9322,1801360
1750,22.4,22.549999,22.200001,22.389999,9.941078,969870
1751,22.450001,22.799999,22.290001,22.625,10.045419,1027690
1752,22.700001,24.190001,22.700001,24.014999,10.662572,3937370
1753,24.200001,24.3449989999999,23.4699989999999,23.6299989999999,10.491634,1470690
1754,23.700001,23.99,23.41,23.75,10.544913,1518010
1755,23.799999,23.950001,23.5,23.805,10.569333,1630800
1756,23.799999,23.99,22.1,23.205,10.302936,1915570
1757,23.99,23.99,22.700001,22.940001,10.185278,319290
1758,22.8099989999999,23.174999,22.4,22.695,10.0764979999999,609360
1759,22.9,23.9,22.65,23.709999,10.527154,2003120
1760,22.200001,24.299999,22.200001,23.825001,10.578216,1467080
1761,23.995001,24.445,23.85,24.01,10.660355,2258010
1762,24.120001,24.125,23.885,24.01,10.660355,644090
1763,24,24.315001,24,24.24,10.762473,792600
1764,24.299999,25.035,24.15,24.68,10.957832,2956790
1765,24.59,24.700001,24.25,24.635,10.937851,782410
1766,24.475,24.9,24.475,24.5599989999999,10.904551,1496380
1767,24.715,25,24.110001,24.870001,11.04219,2785630
1768,24.950001,25.24,24.65,24.825001,11.022211,1935870
1769,24.705,24.950001,24.6299989999999,24.825001,11.022211,431150
1770,24.75,25,24.5,24.615,10.928971,612930
1771,25.01,25.299999,24.700001,25.174999,11.177608,3412190
1772,25.5,25.6,24.915001,25.035,11.11545,1174550
1773,25.195,25.200001,24.51,25.02,11.108789,1012120
1774,24.705,25,24.6,24.76,10.9933529999999,428260
1775,24.7199989999999,24.75,24.5049989999999,24.549999,10.900111,222360
1776,24.65,25,24.5,24.860001,11.037752,806460
1777,24.85,25,24.615,24.834999,11.02665,691780
1778,24.83,25.370001,24.424999,24.985001,11.093247,2127860
1779,25.0049989999999,25.225,24.055,24.285,10.782452,361650
1780,24.205,24.6,24,24.290001,10.784669,561640
1781,24.275,24.5,24.035,24.115,10.706971,710070
1782,24.299999,24.299999,24.01,24.09,10.695872,634240
1783,24.01,24.01,23.700001,23.799999,10.567115,1562910
1784,23.82,24.6,23.82,24.02,10.664793,507170
1785,23.73,24.59,23.485001,23.84,10.584873,339540
1786,23.82,23.9,23.700001,23.815001,10.573774,314890
1787,24,24.15,23.9,23.924999,10.622616,1424970
1788,23.860001,24.02,23.825001,23.945,10.6314929999999,2469250
1789,23.9,24.299999,23.65,24.08,10.691435,1532200
1790,24.295,24.6,23.780001,24.495001,10.8756899999999,808920
1791,24.200001,24.950001,23.799999,24.25,10.766914,686640
1792,24.8799989999999,24.8799989999999,23.4,23.59,10.473874,975380
1793,23.4,23.68,23,23.290001,10.340675,281700
1794,23.4,23.9,20.5,23.780001,10.558233,459630
1795,23.7549989999999,23.799999,21.639999,22.73,10.092034,805040
1796,22.889999,23.68,22.700001,23.625,10.489414,544330
1797,23.4,23.9349989999999,23.209999,23.455,10.413936,980150
1798,23.305,23.575001,23.1,23.43,10.402836,431080
1799,23.549999,23.700001,23.1,23.315001,10.351777,1162110
1800,23.299999,23.74,23.295,23.655001,10.502735,321830
1801,23.5,24.200001,23.375,23.9349989999999,10.627052,650090
